Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio
4000EEW_B04_U07_1934,hit,,[hit],v.,To <i>hit</i> is to affect someone or something in a harmful or dangerous way.,The ship was <b>hit</b> by a violent storm.,The ship was {{c1::hit}} by a violent storm.,"""<img src=""""4000EEW_B04_U07_1934.jpg"""" />""",[sound:4000EEW_B04_U07_1934.word.mp3],[sound:4000EEW_B04_U07_1934.definition.mp3],[sound:4000EEW_B04_U07_1934.example.mp3]
4000EEW_B04_U07_1935,lose,,[luːz],v.,To <i>lose</i> is to have something that is important or necessary taken from you or destroyed.,The family never thought they’d <b>lose</b> everything to fire.,The family never thought they’d {{c1::lose}} everything to fire.,"""<img src=""""4000EEW_B04_U07_1935.jpg"""" />""",[sound:4000EEW_B04_U07_1935.word.mp3],[sound:4000EEW_B04_U07_1935.definition.mp3],[sound:4000EEW_B04_U07_1935.example.mp3]
4000EEW_B04_U07_1936,native,,[néitiv],adj.,"If something is <i>native</i>, it refers to the place someone was born and raised.",Carlos is a hero in his <b>native</b> country of Brazil.,Carlos is a hero in his {{c1::native}} country of Brazil.,"""<img src=""""4000EEW_B04_U07_1936.jpg"""" />""",[sound:4000EEW_B04_U07_1936.word.mp3],[sound:4000EEW_B04_U07_1936.definition.mp3],[sound:4000EEW_B04_U07_1936.example.mp3]
4000EEW_B04_U07_1937,percent,,[pərsént],n.,A <i>percent</i> is an amount that is equal to one one-hundredth of something.,Liz needs to get 80 <b>percent</b> on her test to pass the course.,Liz needs to get 80 {{c1::percent}} on her test to pass the course.,"""<img src=""""4000EEW_B04_U07_1937.jpg"""" />""",[sound:4000EEW_B04_U07_1937.word.mp3],[sound:4000EEW_B04_U07_1937.definition.mp3],[sound:4000EEW_B04_U07_1937.example.mp3]
4000EEW_B04_U07_1938,reason,,[ríːzn],n.,"A <i>reason</i> is a statement or fact that explains why something is the way it is, or why someone does, thinks, or says something.",The <b>reason</b> Eric is late for work is that he forgot to set his alarm.,The {{c1::reason}} Eric is late for work is that he forgot to set his alarm.,"""<img src=""""4000EEW_B04_U07_1938.jpg"""" />""",[sound:4000EEW_B04_U07_1938.word.mp3],[sound:4000EEW_B04_U07_1938.definition.mp3],[sound:4000EEW_B04_U07_1938.example.mp3]
4000EEW_B04_U07_1939,reference,,[réfərəns],n.,A <i>reference</i> is the act of referring to something or someone.,My supervisor made a <b>reference</b> to the data I’d collected.,My supervisor made a {{c1::reference}} to the data I’d collected.,"""<img src=""""4000EEW_B04_U07_1939.jpg"""" />""",[sound:4000EEW_B04_U07_1939.word.mp3],[sound:4000EEW_B04_U07_1939.definition.mp3],[sound:4000EEW_B04_U07_1939.example.mp3]
4000EEW_B04_U07_1940,urban,,[ə́ːrbən],adj.,"If something is <i>urban</i>, it is related to towns and cities.",It is common to see tall buildings in <b>urban</b> areas.,It is common to see tall buildings in {{c1::urban}} areas.,"""<img src=""""4000EEW_B04_U07_1940.jpg"""" />""",[sound:4000EEW_B04_U07_1940.word.mp3],[sound:4000EEW_B04_U07_1940.definition.mp3],[sound:4000EEW_B04_U07_1940.example.mp3]
4000EEW_B04_U08_1941,burn,,[bəːrn],v.,To <i>burn</i> is to use something as a source of energy.,Running is good exercise for people who want to <b>burn</b> fat and lose weight.,Running is good exercise for people who want to {{c1::burn}} fat and lose weight.,"""<img src=""""4000EEW_B04_U08_1941.jpg"""" />""",[sound:4000EEW_B04_U08_1941.word.mp3],[sound:4000EEW_B04_U08_1941.definition.mp3],[sound:4000EEW_B04_U08_1941.example.mp3]
4000EEW_B04_U08_1942,check,,[ʧek],v.,"To <i>check</i> is to ask someone whether something is correct, true, or allowed.",Peter wants to <b>check</b> with the teacher to see if he is doing the assignment right.,Peter wants to {{c1::check}} with the teacher to see if he is doing the assignment right.,"""<img src=""""4000EEW_B04_U08_1942.jpg"""" />""",[sound:4000EEW_B04_U08_1942.word.mp3],[sound:4000EEW_B04_U08_1942.definition.mp3],[sound:4000EEW_B04_U08_1942.example.mp3]
4000EEW_B04_U08_1943,coconut,,[kóukənΛt],n.,A <i>coconut</i> is a large brown fruit that has a hard shell and white flesh.,A <b>coconut</b> produces a healthy oil.,A {{c1::coconut}} produces a healthy oil.,"""<img src=""""4000EEW_B04_U08_1943.jpg"""" />""",[sound:4000EEW_B04_U08_1943.word.mp3],[sound:4000EEW_B04_U08_1943.definition.mp3],[sound:4000EEW_B04_U08_1943.example.mp3]
4000EEW_B04_U08_1944,epilepsy,,[épəlèpsi],n.,<i>Epilepsy</i> is a medical condition that affects the brain and can make someone become unconscious or unable to control their movement for a short time.,The doctor diagnosed the patient with <b>epilepsy</b>.,The doctor diagnosed the patient with {{c1::epilepsy}}.,"""<img src=""""4000EEW_B04_U08_1944.jpg"""" />""",[sound:4000EEW_B04_U08_1944.word.mp3],[sound:4000EEW_B04_U08_1944.definition.mp3],[sound:4000EEW_B04_U08_1944.example.mp3]
4000EEW_B04_U08_1945,fat,,[fæt],n.,<i>Fat</i> is an oily solid or liquid substance in food.,"The <b>fat</b> contained in salmon, avocados, and nuts is healthy.","The {{c1::fat}} contained in salmon, avocados, and nuts is healthy.","""<img src=""""4000EEW_B04_U08_1945.jpg"""" />""",[sound:4000EEW_B04_U08_1945.word.mp3],[sound:4000EEW_B04_U08_1945.definition.mp3],[sound:4000EEW_B04_U08_1945.example.mp3]
4000EEW_B04_U08_1946,gain,,[gein],v.,"To <i>gain</i> is to gradually get more and more of a quality, feeling, etc.",Winning the award will help Steven <b>gain</b> confidence.,Winning the award will help Steven {{c1::gain}} confidence.,"""<img src=""""4000EEW_B04_U08_1946.jpg"""" />""",[sound:4000EEW_B04_U08_1946.word.mp3],[sound:4000EEW_B04_U08_1946.definition.mp3],[sound:4000EEW_B04_U08_1946.example.mp3]
4000EEW_B04_U08_1947,glucose,,[glúːkous],n.,<i>Glucose</i> is a natural form of sugar that exists in plants and fruit.,People with diabetes need to check their <b>glucose</b> levels.,People with diabetes need to check their {{c1::glucose}} levels.,"""<img src=""""4000EEW_B04_U08_1947.jpg"""" />""",[sound:4000EEW_B04_U08_1947.word.mp3],[sound:4000EEW_B04_U08_1947.definition.mp3],[sound:4000EEW_B04_U08_1947.example.mp3]
4000EEW_B04_U08_1948,high,,[hai],adj.,"When something is <i>high</i>, it is greater than usual in amount, number, or degree.",The thermometer shows a <b>high</b> body temperature.,The thermometer shows a {{c1::high}} body temperature.,"""<img src=""""4000EEW_B04_U08_1948.jpg"""" />""",[sound:4000EEW_B04_U08_1948.word.mp3],[sound:4000EEW_B04_U08_1948.definition.mp3],[sound:4000EEW_B04_U08_1948.example.mp3]
4000EEW_B04_U08_1949,keep,,[kiːp],v.,"To <i>keep</i> is to stay in a particular state, condition, or position.",Brian needs to <b>keep</b> working in order to finish his project on time.,Brian needs to {{c1::keep}} working in order to finish his project on time.,"""<img src=""""4000EEW_B04_U08_1949.jpg"""" />""",[sound:4000EEW_B04_U08_1949.word.mp3],[sound:4000EEW_B04_U08_1949.definition.mp3],[sound:4000EEW_B04_U08_1949.example.mp3]
4000EEW_B04_U08_1950,known,,[noun],adj.,"If something is <i>known</i>, it is something that people are aware of or have discovered.",Bob is <b>known</b> throughout the neighborhood as a burglars.,Bob is {{c1::known}} throughout the neighborhood as a burglars.,"""<img src=""""4000EEW_B04_U08_1950.jpg"""" />""",[sound:4000EEW_B04_U08_1950.word.mp3],[sound:4000EEW_B04_U08_1950.definition.mp3],[sound:4000EEW_B04_U08_1950.example.mp3]
4000EEW_B04_U08_1951,liver,,[lívər],n.,The <i>liver</i> is a large organ in the body that produces bile and cleans blood.,The professor showed us what the human <b>liver</b> looks like.,The professor showed us what the human {{c1::liver}} looks like.,"""<img src=""""4000EEW_B04_U08_1951.jpg"""" />""",[sound:4000EEW_B04_U08_1951.word.mp3],[sound:4000EEW_B04_U08_1951.definition.mp3],[sound:4000EEW_B04_U08_1951.example.mp3]
4000EEW_B04_U08_1952,low,,[lou],adj.,"If something is <i>low</i>, it is smaller than usual in amount, number, or degree.",The temperature gets very <b>low</b> in the winter.,The temperature gets very {{c1::low}} in the winter.,"""<img src=""""4000EEW_B04_U08_1952.jpg"""" />""",[sound:4000EEW_B04_U08_1952.word.mp3],[sound:4000EEW_B04_U08_1952.definition.mp3],[sound:4000EEW_B04_U08_1952.example.mp3]
4000EEW_B04_U08_1953,management,,[mǽnidʒmənt],n.,<i>Management</i> is the act or process of controlling and dealing with something.,Practicing yoga is good for stress <b>management</b>.,Practicing yoga is good for stress {{c1::management}}.,"""<img src=""""4000EEW_B04_U08_1953.jpg"""" />""",[sound:4000EEW_B04_U08_1953.word.mp3],[sound:4000EEW_B04_U08_1953.definition.mp3],[sound:4000EEW_B04_U08_1953.example.mp3]
4000EEW_B04_U08_1954,metabolic,,[mètəbάlik],adj.,"When something is <i>metabolic</i>, it relates to the chemical process in which plants or animals use food and water to make energy.",Fish have a very high <b>metabolic</b> rate.,Fish have a very high {{c1::metabolic}} rate.,"""<img src=""""4000EEW_B04_U08_1954.jpg"""" />""",[sound:4000EEW_B04_U08_1954.word.mp3],[sound:4000EEW_B04_U08_1954.definition.mp3],[sound:4000EEW_B04_U08_1954.example.mp3]
4000EEW_B04_U08_1955,oil,,[ɔil],n.,"<i>Oil</i> is a smooth, thick liquid made from plants or some animals, and is especially in cooking.",The chef put the <b>oil</b> in the pan and heated it up.,The chef put the {{c1::oil}} in the pan and heated it up.,"""<img src=""""4000EEW_B04_U08_1955.jpg"""" />""",[sound:4000EEW_B04_U08_1955.word.mp3],[sound:4000EEW_B04_U08_1955.definition.mp3],[sound:4000EEW_B04_U08_1955.example.mp3]
4000EEW_B04_U08_1956,olive,,[άliv],n.,An <i>olive</i> is a small egg-shaped black or green fruit.,I prepared a bowl of <b>olives</b> for my guests.,I prepared a bowl of {{c1::olives}} for my guests.,"""<img src=""""4000EEW_B04_U08_1956.jpg"""" />""",[sound:4000EEW_B04_U08_1956.word.mp3],[sound:4000EEW_B04_U08_1956.definition.mp3],[sound:4000EEW_B04_U08_1956.example.mp3]
4000EEW_B04_U08_1957,performance,,[pərfɔ́ːrməns],n.,"<i>Performance</i> is how well someone or something functions, works, etc.",Liam’s <b>performance</b> in the race was not his best.,Liam’s {{c1::performance}} in the race was not his best.,"""<img src=""""4000EEW_B04_U08_1957.jpg"""" />""",[sound:4000EEW_B04_U08_1957.word.mp3],[sound:4000EEW_B04_U08_1957.definition.mp3],[sound:4000EEW_B04_U08_1957.example.mp3]
4000EEW_B04_U08_1958,powerful,,[páuərfəl],adj.,"If something is <i>powerful</i>, it has a strong effect.",This perfume has a <b>powerful</b> scent.,This perfume has a {{c1::powerful}} scent.,"""<img src=""""4000EEW_B04_U08_1958.jpg"""" />""",[sound:4000EEW_B04_U08_1958.word.mp3],[sound:4000EEW_B04_U08_1958.definition.mp3],[sound:4000EEW_B04_U08_1958.example.mp3]
4000EEW_B04_U08_1959,starch,,[staːrʧ],n.,"<i>Starch</i> is a substance that provides your body with energy and is found in foods such as wheat, potatoes, and rice.",Pasta is high in <b>starch</b>.,Pasta is high in {{c1::starch}}.,"""<img src=""""4000EEW_B04_U08_1959.jpg"""" />""",[sound:4000EEW_B04_U08_1959.word.mp3],[sound:4000EEW_B04_U08_1959.definition.mp3],[sound:4000EEW_B04_U08_1959.example.mp3]
4000EEW_B04_U08_1960,summary,,[sΛməri],n.,A <i>summary</i> is a short statement that contains the main information about something.,Cindy concluded the meeting with a <b>summary</b> of the project.,Cindy concluded the meeting with a {{c1::summary}} of the project.,"""<img src=""""4000EEW_B04_U08_1960.jpg"""" />""",[sound:4000EEW_B04_U08_1960.word.mp3],[sound:4000EEW_B04_U08_1960.definition.mp3],[sound:4000EEW_B04_U08_1960.example.mp3]
4000EEW_B04_U09_1961,analytic,,[æ̀nəlítik],adj.,"If something is <i>analytic</i>, it is related to logic and reasoning.",The <b>analytic</b> article criticized the new plan and presented one of its own.,The {{c1::analytic}} article criticized the new plan and presented one of its own.,"""<img src=""""4000EEW_B04_U09_1961.jpg"""" />""",[sound:4000EEW_B04_U09_1961.word.mp3],[sound:4000EEW_B04_U09_1961.definition.mp3],[sound:4000EEW_B04_U09_1961.example.mp3]
4000EEW_B04_U09_1962,area,,[έəriə],n.,An <i>area</i> is a reasonably large place.,He was very familiar with the local <b>area</b>.,He was very familiar with the local {{c1::area}}.,"""<img src=""""4000EEW_B04_U09_1962.jpg"""" />""",[sound:4000EEW_B04_U09_1962.word.mp3],[sound:4000EEW_B04_U09_1962.definition.mp3],[sound:4000EEW_B04_U09_1962.example.mp3]
4000EEW_B04_U09_1963,bachelor,,[bǽtʃələr],n.,A <i>bachelor</i> is an unmarried man.,"Since he was a <b>bachelor</b>, Jason did his shopping by himself.","Since he was a {{c1::bachelor}}, Jason did his shopping by himself.","""<img src=""""4000EEW_B04_U09_1963.jpg"""" />""",[sound:4000EEW_B04_U09_1963.word.mp3],[sound:4000EEW_B04_U09_1963.definition.mp3],[sound:4000EEW_B04_U09_1963.example.mp3]
4000EEW_B04_U09_1964,cognitive,,[kɑ́gnətiv],adj.,"If something is <i>cognitive</i>, it is related to learning and knowing things.","After her physical examination, her <b>cognitive</b> skills were tested.","After her physical examination, her {{c1::cognitive}} skills were tested.","""<img src=""""4000EEW_B04_U09_1964.jpg"""" />""",[sound:4000EEW_B04_U09_1964.word.mp3],[sound:4000EEW_B04_U09_1964.definition.mp3],[sound:4000EEW_B04_U09_1964.example.mp3]
4000EEW_B04_U09_1965,collision,,[kəlíʒən],n.,A <i>collision</i> is the act of two things hitting into each another.,The <b>collision</b> between the two cars created a loud noise.,The {{c1::collision}} between the two cars created a loud noise.,"""<img src=""""4000EEW_B04_U09_1965.jpg"""" />""",[sound:4000EEW_B04_U09_1965.word.mp3],[sound:4000EEW_B04_U09_1965.definition.mp3],[sound:4000EEW_B04_U09_1965.example.mp3]
4000EEW_B04_U09_1966,competent,,[kɑ́mpətənt],adj.,"If someone is <i>competent</i>, they are able to think or act successfully.",<b>Competent</b> employees are much better than unknowledgeable ones.,{{c1::Competent}} employees are much better than unknowledgeable ones.,"""<img src=""""4000EEW_B04_U09_1966.jpg"""" />""",[sound:4000EEW_B04_U09_1966.word.mp3],[sound:4000EEW_B04_U09_1966.definition.mp3],[sound:4000EEW_B04_U09_1966.example.mp3]
4000EEW_B04_U09_1967,diploma,,[diplóumə],n.,A <i>diploma</i> is a certificate proving that someone has completed their studies.,"After four years of college, Mary finally had a <b>diploma</b>.","After four years of college, Mary finally had a {{c1::diploma}}.","""<img src=""""4000EEW_B04_U09_1967.jpg"""" />""",[sound:4000EEW_B04_U09_1967.word.mp3],[sound:4000EEW_B04_U09_1967.definition.mp3],[sound:4000EEW_B04_U09_1967.example.mp3]
4000EEW_B04_U09_1968,excel,,[iksél] (excel is related to excellent),v.,To <i>excel</i> at a subject or activity means to be very good at it.,Jenny <b>excels</b> at playing the piano.,Jenny {{c1::excels}} at playing the piano.,"""<img src=""""4000EEW_B04_U09_1968.jpg"""" />""",[sound:4000EEW_B04_U09_1968.word.mp3],[sound:4000EEW_B04_U09_1968.definition.mp3],[sound:4000EEW_B04_U09_1968.example.mp3]
4000EEW_B04_U09_1969,geology,,[ʤiːɑ́ləʤi],n.,<i>Geology</i> is the study of the Earth’s natural structures and how they change.,"Because he studied <b>geology</b>, he knew how the mountains were formed.","Because he studied {{c1::geology}}, he knew how the mountains were formed.","""<img src=""""4000EEW_B04_U09_1969.jpg"""" />""",[sound:4000EEW_B04_U09_1969.word.mp3],[sound:4000EEW_B04_U09_1969.definition.mp3],[sound:4000EEW_B04_U09_1969.example.mp3]
4000EEW_B04_U09_1970,integral,,[íntigrəl],adj.,Something that is <i>integral</i> is an important part of the whole.,She is an <b>integral</b> member of our team.,She is an {{c1::integral}} member of our team.,"""<img src=""""4000EEW_B04_U09_1970.jpg"""" />""",[sound:4000EEW_B04_U09_1970.word.mp3],[sound:4000EEW_B04_U09_1970.definition.mp3],[sound:4000EEW_B04_U09_1970.example.mp3]
4000EEW_B04_U09_1971,intellect,,[íntəlèkt],n.,An <i>intellect</i> is a person’s ability to understand things easily.,She was known for her quick and strong <b>intellect</b> as well as her beauty.,She was known for her quick and strong {{c1::intellect}} as well as her beauty.,"""<img src=""""4000EEW_B04_U09_1971.jpg"""" />""",[sound:4000EEW_B04_U09_1971.word.mp3],[sound:4000EEW_B04_U09_1971.definition.mp3],[sound:4000EEW_B04_U09_1971.example.mp3]
4000EEW_B04_U09_1972,job,,[dʒab],n.,Your <i>job</i> is the work you do to earn money.,He now has a high-paying <b>job</b>.,He now has a high-paying {{c1::job}}.,"""<img src=""""4000EEW_B04_U09_1972.jpg"""" />""",[sound:4000EEW_B04_U09_1972.word.mp3],[sound:4000EEW_B04_U09_1972.definition.mp3],[sound:4000EEW_B04_U09_1972.example.mp3]
4000EEW_B04_U09_1973,keen,,[kiːn],adj.,"If someone is <i>keen</i>, they are intelligent.",Only a <b>keen</b> student could have solved that math problem.,Only a {{c1::keen}} student could have solved that math problem.,"""<img src=""""4000EEW_B04_U09_1973.jpg"""" />""",[sound:4000EEW_B04_U09_1973.word.mp3],[sound:4000EEW_B04_U09_1973.definition.mp3],[sound:4000EEW_B04_U09_1973.example.mp3]
4000EEW_B04_U09_1974,minimum,,[mínəməm],adj.,The <i>minimum</i> is the smallest amount.,What is the <b>minimum</b> temperature in winter in this area?,What is the {{c1::minimum}} temperature in winter in this area?,"""<img src=""""4000EEW_B04_U09_1974.jpg"""" />""",[sound:4000EEW_B04_U09_1974.word.mp3],[sound:4000EEW_B04_U09_1974.definition.mp3],[sound:4000EEW_B04_U09_1974.example.mp3]
4000EEW_B04_U09_1975,psychology,,[saikάlədʒi],n.,<i>Psychology</i> involves the study of how the brain affects our thought and actions.,The <b>psychology</b> of seeing is a fascinating subject.,The {{c1::psychology}} of seeing is a fascinating subject.,"""<img src=""""4000EEW_B04_U09_1975.jpg"""" />""",[sound:4000EEW_B04_U09_1975.word.mp3],[sound:4000EEW_B04_U09_1975.definition.mp3],[sound:4000EEW_B04_U09_1975.example.mp3]
4000EEW_B04_U09_1976,radioactive,,[rèidiouǽktiv],adj.,"If something is <i>radioactive</i>, then it lets out, or is related to, radiation.",<b>Radioactive</b> states can be very bad for anyone’s health.,{{c1::Radioactive}} states can be very bad for anyone’s health.,"""<img src=""""4000EEW_B04_U09_1976.jpg"""" />""",[sound:4000EEW_B04_U09_1976.word.mp3],[sound:4000EEW_B04_U09_1976.definition.mp3],[sound:4000EEW_B04_U09_1976.example.mp3]
