Word,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
identical,adj.,/aɪˈdentɪkəl/,"exactly the same, or very similar",یکسان، همسان,the same,""" <font color=""""darkblue""""> &nbsp; alike</font>&nbsp;/əˈlaɪk/<font color=""""darkblue""""> &nbsp; duplicate</font>&nbsp;/ˈdjuːplɪkeɪt/<br>[sound:alike.mp3][sound:duplicate.mp3]""","""<img src=""""paste-14156212207617_1342704248562.jpg"""">""","""● We visited the <font color=""""#0080bc"""">identical</font> place we stopped at last year.<br>● They were wearing <font color=""""#0080bc"""">identical</font> coats.<br>● The boxes were <font color=""""#0080bc"""">identical</font> in shape.<br>● So, for Watson, thinking is <font color=""""#0080bc"""">identical</font> with the activity of muscles.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idiosyncrasy,n.,/ˌɪdiəˈsɪŋkrəsi/,a mode of behaviour or way of thought peculiar to an individual.,خصیصه ذاتی,peculiarity, /pɪˌkjuːliˈærəti/,"""<img src=""""paste-26242250178561.jpg"""">""","""● One of his little <font color=""""#0080bc"""">idiosyncrasies</font> was always preferring to be in the car first.<br>● Flight crews must become familiar with each airplane's <font color=""""#0080bc"""">idiosyncrasies</font>.""",,"""If a person has an <i><font color=""""sienna"""">idiosyncrasy</font></i>, he or she has a little quirk, or a funny behavior, that makes him or her different. If you only say goodbye in French, never in English, that would be an <i><font color=""""sienna"""">idiosyncrasy</font></i>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
ignite,v.,/ɪɡˈnʌɪt/,catch fire or cause to catch fire.,مشتعل کردن،&nbsp;روشن کردن,set on fire,""" <font color=""""darkblue""""> &nbsp; kindle</font>&nbsp;/ˈkɪndl/<br>[sound:kindle_1342704248563.mp3]""","""<img src=""""paste-21251498180609 (1).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The fire was <font color=""""#0080bc"""">ignited</font> by sparks.<br>● The paper <font color=""""#0080bc"""">ignited</font> on contact with sparks.<br>● a material that <font color=""""#0080bc"""">ignites</font> easily<br>● Three wins in a row <font color=""""#0080bc"""">ignited</font> the team.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminate,adj.,/ɪˈluːməneɪt/,make bright with light;&nbsp;enlightened in mind or spirit<br>,روشن، درخشان,light,"""/laɪt/<font color=""""darkblue""""> &nbsp; bright</font>&nbsp;/braɪt/<br>[sound:bright.mp3]""","""<img src=""""paste-23325967384577.jpg"""">""","""● Large <font color=""""#0080bc"""">illuminated</font> letters became popular with the advent of hand-written manuscripts and official documents.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illusion,n.,/ɪˈluːʒən/,a thing that is or is likely to be wrongly perceived or interpreted by the senses.,وهم - خیال,impression,/ɪmˈpreʃən/,"""<img src=""""paste-5ed4a0b93257b495893f3216271512c4fa342182.jpg"""">""","""● The video game is designed to give the <font color=""""#0080bc"""">illusion</font> that you are in control of an airplane.<br>● They used paint to create the <font color=""""#0080bc"""">illusion</font> of metal.<br>● She says that all progress is just an <font color=""""#0080bc"""">illusion</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imitate,v.,/ˈɪmɪteɪt/,take or follow as a model.,تقلید کردن,copy&nbsp; &nbsp;emulate,<br>[sound:copy.mp3][sound:emulate.mp3],"""<img src=""""paste-10415295692801_1342704248563.jpg"""">""","""● Her style has been <font color=""""#0080bc"""">imitated</font> by many other writers.<br>● He's very good at <font color=""""#0080bc"""">imitating</font> his father's voice.<br>● She can <font color=""""#0080bc"""">imitate</font> the calls of many different birds.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immediately,adv.,/ɪˈmiːdiətli/,at once; instantly.,بلافاصله، نزدیکترین,<div>straight away&nbsp; &nbsp;at once&nbsp; &nbsp;right away&nbsp; &nbsp;right now&nbsp; &nbsp;instantly&nbsp; &nbsp;closest</div>,,"""<img src=""""K-nearest-neighbor-algorithm-illustration-The-green-circle-is-the-sample-which-is-to-be.png"""">""","""● If your baby has a fever you should call the doctor <font color=""""#0080bc"""">immediately</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immense,adj.,/ɪˈmens/,"extremely large or great, especially in scale or degree.",عظیم,enormous,"""/ɪˈnɔːrməs/<font color=""""darkblue""""> &nbsp; very big</font>&nbsp;/ˈveri_bɪɡ/<font color=""""darkblue""""> &nbsp; great</font>&nbsp;/ɡreɪt/<font color=""""darkblue""""> &nbsp; huge</font>&nbsp;/hjuːdʒ/<font color=""""darkblue""""> &nbsp; vast</font>&nbsp;/væst/<font color=""""darkblue""""> &nbsp; massive</font>&nbsp;/ˈmæsɪv/<br>[sound:very big.mp3][sound:great.mp3][sound:huge.mp3][sound:vast.mp3][sound:massive.mp3]""","""<img src=""""paste-10389525889025.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● He inherited an <font color=""""#0080bc"""">immense</font> fortune.<br>● She is an artist of <font color=""""#0080bc"""">immense</font> talent.<br>● Leatherbacks reach their <font color=""""#0080bc"""">immense</font> size in a much shorter time than it takes other sea turtles to grow.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immensely,adv.,/ɪˈmensli/,to a great extent; extremely.,فوق العاده,extremely,/ɪkˈstriːmli/,"""<img src=""""paste-17403207483393 (1).jpg"""">""","""● the president was <font color=""""#0080bc"""">immensely</font> popular.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immigration,n.,/ˌɪmɪˈɡreɪʃən/,the process of entering another country in order to live there permanently,مهاجرت,movement,/ˈmuːvmənt/,"""<img src=""""immigration.jpg"""">""","""● patterns of <font color=""""#0080bc"""">immigration</font> from the Indian sub-continent to Britain.<br>● He called for a common European policy on <font color=""""#0080bc"""">immigration</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immobile,adj.,/ɪˈmoʊbəl/,not moving; motionless.,بی حرکت - ثابت,fixed,"""/fɪkst/<font color=""""darkblue""""> &nbsp; motionless</font>&nbsp;/ˈməʊʃənləs/<br>[sound:motionless.mp3]""","""<img src=""""paste-25546465476609.jpg"""">""","""● She could see a figure sitting <font color=""""#0080bc"""">immobile</font>, facing the sea.<br>● The disease can leave victims completely <font color=""""#0080bc"""">immobile</font>.<br>● Water does not remain <font color=""""#0080bc"""">immobile</font> in and aquifer but can seep out at springs or leak into other aquifers.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immobility,n.,/ˌɪməˈbɪləti/,the state of not moving; motionlessness.,بی تحرکتی,stillness&nbsp; &nbsp;fixity&nbsp; &nbsp;inertness&nbsp; &nbsp;motionlessness&nbsp; &nbsp;stability&nbsp; &nbsp;steadiness,&nbsp;<br>,"""<img src=""""paste-5f1a7c7dca9a360a4fa83f5eb894f073bb1b6b7b.jpg"""">""","""● the disorder is caused by long periods of <font color=""""#0080bc"""">immobility</font>.<br>● Any kind of long-term <font color=""""#0080bc"""">immobility</font> can lead to blood clots.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immoral,adj.,/ɪˈmɒrəl/,not conforming to accepted standards of morality.,غیراخلاقی,improper,"""/ɪmˈprɑːpər/<font color=""""darkblue""""> &nbsp; indecent</font>&nbsp;/ɪnˈdiːsənt/<br>[sound:indecent.mp3]""","""<img src=""""paste-6614249635841.jpg"""">""","""● Don't condemn her: there was nothing <font color=""""#0080bc"""">immoral</font> about what she did.<br>● It was <font color=""""#0080bc"""">immoral</font> of her to tell lies like that.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impermeable,adj.,/ɪmˈpɜːrmiəbəl/,not allowing fluid to pass through.,غیرقابل نفوذ,impervious,"""/ɪmˈpɜːrviəs/<font color=""""darkblue""""> &nbsp; impenetrable</font>&nbsp;/ɪmˈpenətrəbəl/<br>[sound:impenetrable_1342704248563.mp3]""","""<img src=""""paste-18528488914945.jpg"""">""","""● an <font color=""""#0080bc"""">impermeable</font> layer of rock.<br>● a fabric <font color=""""#0080bc"""">impermeable</font> to moisture.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impetus,n.,/ˈɪmpɪtəs /,the force or energy with which a body moves.,انگیزه,motivation,"""/ˌmoʊtəˈveɪʃən/<font color=""""darkblue""""> &nbsp; incentive</font>&nbsp;/ɪnˈsentɪv/<font color=""""darkblue""""> &nbsp; stimulus</font>&nbsp;/ˈstɪmjələs/<br>&nbsp;[sound:incentive.mp3][sound:stimulus.mp3]""","""<img src=""""51+utFUGxeL._SX425_.jpg"""">""","""● And that’s okay, that’s science and they hypothesize that this migration actually provided an important <font color=""""#0080bc"""">impetus</font> in the development of ancient Egypt.<br>● The reward money should be sufficient <font color=""""#0080bc"""">impetus</font> for someone to come forward with information about the robbery.<br>● Whatever the <font color=""""#0080bc"""">impetus</font>, such formation of large villages was due to improvements in the agricultural technologies.<br>""",,"""An <font color=""""sienna""""><i>impetus</i> </font>is the force behind something, whether it's a boulder rolling down a hill or a person making a decision""",,,,,,,,,,,,,,,,,,,,,,,,,,,
implausible,adj.,/ɪmˈplɒːzəbəl/,(of an argument or statement) not seeming reasonable or probable; failing to convince.,غیر قابل باور,unbelievable,/ˌʌnbəˈliːvəbəl/,"""<img src=""""paste-d9d7aab899b554bab21634d43117db66bc4e1ae3.jpg"""">""","""● She's been making <font color=""""#0080bc"""">implausible</font> claims.<br>● He gave an <font color=""""#0080bc"""">implausible</font> excuse for showing up late for work.<br>● The novel has an <font color=""""#0080bc"""">implausible</font> ending.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
implement,v.,/ˈɪmpləment/,"put (a decision, plan, agreement, etc.) into effect.",انجام دادن - اجرا کردن,put into action, <font color=darkblue> &nbsp; carry out</font><br>[sound:carry-out.mp3],"""<img src=""""paste-ecc1f0f28870a4315ef9016cb66bba5ea0ab7e6c.jpg"""">""","""● I wondered how I might best <font color=""""#0080bc"""">implement</font> his plan.<br>● Due to high costs, the program was never fully <font color=""""#0080bc"""">implemented</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
implement,n.,/ˈɪmpləment/,"a tool, utensil, or other piece of equipment, especially as used for a particular purpose.",ابزار,tool,/tuːl/,"""<img src=""""paste-25048249270273.jpg"""">""","""● Art was therefore seen as an <font color=""""#0080bc"""">implement</font> with which to improve, both morally and socially, the condition of humanity.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imply,v.,/ɪmˈplaɪ/,"to suggest that something is true, without saying this directly",اشاره کردن، مفهومی را رساندن,indicate,/ˈɪndɪkeɪt/,"""<img src=""""paste-17867063951361.jpg"""">""","""● Early reports <font color=""""#0080bc"""">implied</font> that the judge's death was not an accident.<br>● His words <font color=""""#0080bc"""">implied</font> a threat.<br>● War <font color=""""#0080bc"""">implies</font> fighting and death.""",,,,,,,,,,,,,,,,,,,,,,,,,,amply,adv.,/ˈampli/,بطور فراوان
imposing,adj.,/ɪmˈpoʊzɪŋ/,"large, impressive, and appearing important",با ابهت,impressive,/ɪmˈpresɪv/,"""<img src=""""img8396146291189665211.jpg"""">""","""● He's an <font color=""""#0080bc"""">imposing</font> man with a powerful voice.<br>● The president of the bank is exactly the sort of <font color=""""#0080bc"""">imposing</font> figure that one might expect.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imprecise,adj.,/ˌɪmprɪˈsaɪs/,lacking exactness and accuracy of expression or detail.,غیردقیق,inexact,/ˌɪnɪɡˈzækt/,"""<img src=""""paste-5085241278465.jpg"""">""","""● It's an <font color=""""#0080bc"""">imprecise</font> translation of the original sentence.<br>● 3.14 is an <font color=""""#0080bc"""">imprecise</font> approximation of the value of pi.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improbable,adj.,/ɪmˈprɑːbəbəl/,not likely to be true or to happen.,غیر محتمل,unlikely,/ʌnˈlaɪkli/,"""<img src=""""paste-779be04e69d84d7dcace6a1c3235c16db6b6ea6b.jpg"""">""","""● The team made an <font color=""""#0080bc"""">improbable</font> comeback.<br>● it seems <font color=""""#0080bc"""">improbable</font> that the two writers never met since they traveled in the same social circles.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in fact,phr.,/ɪn fakt/,"in point of fact, as a matter of fact",در حقیقت,actually, /ˈaktʃʊəli/,"""<img src=""""paste-13129715023873.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● He's a great player. <font color=""""#0080bc"""">In fact</font>, he may be the best shortstop I've ever coached. <br>● It took the police a while to come to the conclusion that the two suspects were, <font color=""""#0080bc"""">in fact</font>, the same person.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in great demand,phr.,,"If someone or something is in demand or in great demand, they are very popular and a lot of people want them.",بسیار مشهور,in popularity,,"""<img src=""""paste-22552873271297_1342704248562.jpg"""">""","""● He was much <font color=""""#0080bc"""">in great demand</font> as a dancer in the US. <br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in respect to,phr.,/ ɪn-rɪˈspɛkt-tuː /,in connection with something,در رابطه با,in terms of,,,"""● I am writing <font color=""""#0080bc"""">in respect to</font> your letter of 15 June.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tandem,adv.,/ ɪn ˈtandəm /,<b>in tandom:</b> doing something together or at the same time as someone or sth else; alongside each other,با همدیگر,together, /təˈɡeðər/,"""<img src=""""paste-19688130084865.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The two companies often work <font color=""""#0080bc"""">in tandem</font>.<br><span style=""""color: red""""><b>in tandem with</b></span><br>● The group operated <font color=""""#0080bc"""">in tandem with</font> local criminals.<br>● a tight fiscal policy working <font color=""""#0080bc"""">in tandem with</font> a tight foreign exchange policy.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in the long run,phr.,,over or after a long period of time; eventually.,در نهایت,eventually,/ɪˈventʃəli/,"""<img src=""""paste-11514807320577 (1).jpg"""" />""","""● it saves money <font color=""""#0080bc"""">in the long run</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inaccessible,adj.,/ˌɪnəkˈsesəbəl/,unable to be reached.,خارج از دسترس - دست نیافتنی,unreachable,"""/ʌnˈriːtʃəbəl/<font color=""""darkblue""""> &nbsp; remote</font>&nbsp;/rɪˈmoʊt/<br>[sound:remote.mp3]""","""<img src=""""paste-11527692222465.jpg"""">""","""● The area is <font color=""""#0080bc"""">inaccessible</font> by road.<br>● His prose is <font color=""""#0080bc"""">inaccessible</font> to many readers.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inadvertently,adv.,/ˌɪnədˈvɜːrtəntli/,without intention; accidentally.,سهوا، غیرعمدی,without knowing,"""<font color=""""darkblue""""> &nbsp; unintentionally</font>&nbsp;/ˌʌnɪnˈtenʃənəli/<font color=""""darkblue""""> &nbsp; accidentally</font>&nbsp;/ˌæksəˈdentli/<font color=""""darkblue""""> &nbsp; carelessly</font>&nbsp;/ˈkɛərlɪsli/<br>[sound:unintentionally.mp3][sound:accidentally.mp3][sound:carelessly.mp3]""","""<img src=""""paste-bd72d2b9f95105854a319cb679449043e9bcb1ec.png"""">""","""● his name had been <font color=""""#0080bc"""">inadvertently</font> omitted from the list.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
