Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio,Short Meaning,Long Meaning,Web World,Found
4000EEW_B06_U10_3190,import,,[impɔ́ːrt],v.,To <i>import</i> means to bring in a product from another country.,Foods that have been <b>imported</b> are usually more expensive.,Foods that have been {{c1::imported}} are usually more expensive.,"""<img src=""""4000EEW_B06_U10_3190.jpg"""" />""",[sound:4000EEW_B06_U10_3190.word.mp3],[sound:4000EEW_B06_U10_3190.definition.mp3],[sound:4000EEW_B06_U10_3190.example.mp3],Imports are the products shipped into our country from other places. We import Japanese autos and export our pop music to Tokyo. Import also means to signify something. Is it of import to our economic security to have so many Japanese imports on our roads?,"The origins of the word import are literally ""to bring into port."" The ratio of imports to exports is a big indicator of the health of a nation's economy. The word import can also refer to attitudes or behaviors that come as part of the culture of a place. ""New York media is dominated by British journalists who have imported the snarky style of gossip reporting famous in London.""",import,True
4000EEW_B06_U10_3191,infer,,[infə́ːr],v.,To <i>infer</i> something is to decide it is true based on other information one has.,"By the position of the sun in the sky, she <b>inferred</b> that it was noon.","By the position of the sun in the sky, she {{c1::inferred}} that it was noon.","""<img src=""""4000EEW_B06_U10_3191.jpg"""" />""",[sound:4000EEW_B06_U10_3191.word.mp3],[sound:4000EEW_B06_U10_3191.definition.mp3],[sound:4000EEW_B06_U10_3191.example.mp3],"When you infer something, you read between the lines. To infer  is to make a well informed guess — if you see your mom’s bag on the table, you might infer that she’s home.","When you infer, you listen closely to someone and guess at things they mean but haven't actually said. It’s like guessing, but not making wild guesses. You're making deductions — guesses based on logic. Another kind of inferring is more scientific, like when a scientist has part of a dinosaur fossil and can infer what the rest of the dinosaur looked like. When you see the word infer, think ""educated guess.""",infer,True
4000EEW_B06_U10_3192,inflate,,[infléit],v.,To <i>infate</i> something means to fill it up with air.,I helped him <b>infate</b> the balloons.,I helped him {{c1::infate}} the balloons.,"""<img src=""""4000EEW_B06_U10_3192.jpg"""" />""",[sound:4000EEW_B06_U10_3192.word.mp3],[sound:4000EEW_B06_U10_3192.definition.mp3],[sound:4000EEW_B06_U10_3192.example.mp3],"Using your own breath or an air pump, you can inflate a balloon — or anything else you need to pump air into. When you inflate something you fill it with air (or any other gas) to make it expand.","From the Latin verb inflāre, ""to blow into,"" the word inflate appeared in English in the early 16th century. Although we usually think of the word inflate as referring to blowing air or gas into a balloon or a tire, anything that grows larger, from food prices to an egoist's self-image, can be inflated. When an item becomes scarce, its price is likely to be inflated.",inflate,True
4000EEW_B06_U10_3193,innate,,[inéit],adj.,"When something is <i>innate</i>, it is something that one is born with and was not learned.",He had the <b>innate</b> desire to please his teachers.,He had the {{c1::innate}} desire to please his teachers.,"""<img src=""""4000EEW_B06_U10_3193.jpg"""" />""",[sound:4000EEW_B06_U10_3193.word.mp3],[sound:4000EEW_B06_U10_3193.definition.mp3],[sound:4000EEW_B06_U10_3193.example.mp3],"If a characteristic or ability is already present in a person or animal when they are born, it is innate. People have the innate ability to speak whereas animals do not.","Innate can also be used figuratively for something that comes from the mind rather than from external sources. Do you know someone with an innate sense of style? Some kids seem to have an innate sense of fairness where others seem to be natural bullies. In some contexts, innate means inherent. There is an innate sadness in certain types of ceremonies.",innate,True
4000EEW_B06_U10_3194,marble,,[mάːrbl],n.,<i>Marble</i> is a type of rock that feels cold and is smooth when cut.,The large house had floors made of <b>marble</b>.,The large house had floors made of {{c1::marble}}.,"""<img src=""""4000EEW_B06_U10_3194.jpg"""" />""",[sound:4000EEW_B06_U10_3194.word.mp3],[sound:4000EEW_B06_U10_3194.definition.mp3],[sound:4000EEW_B06_U10_3194.example.mp3],Marble is a very hard rock that's a particular type of limestone. Fancy lobbies (and even bathrooms) are often lined with marble.,"Marble's unique qualities make it a popular stone for artists and kitchen designers alike — the white stone statues you find in most museums, some of them dating back to ancient Greece and Rome, are carved from white marble. High-end kitchen counters are often made from polished slabs of darker colored marble. A single marble is a glass ball swirled with marble-like colors, and ""to marble"" is to paint with similar swirls and whorls.",marble,True
4000EEW_B06_U10_3195,mast,,[mæst],n.,A <i>mast</i> is a long pole on a ship that holds the sail.,The <b>mast</b> held both sails of the ship upright.,The {{c1::mast}} held both sails of the ship upright.,"""<img src=""""4000EEW_B06_U10_3195.jpg"""" />""",[sound:4000EEW_B06_U10_3195.word.mp3],[sound:4000EEW_B06_U10_3195.definition.mp3],[sound:4000EEW_B06_U10_3195.example.mp3],A mast is a pole that rises vertically from a ship and supports the sails. Really big sailboats have more than one mast. A mast is also another name for flagpole.,"The mast has an important job — to support the sails, which allows the wind to propel the ship. Other types of masts are used to support flags and called flagpoles. If you've ever seen a flag at half-mast, it's been lowered down the flagpole to show respect for someone who died. Mast is an old word meaning “pole or rod.”",mast,True
4000EEW_B06_U10_3196,nausea,,[nɔ́ːziə],n.,<i>Nausea</i> is the feeling of being sick to your stomach.,The doctor said the medicine would help get rid of her <b>nausea</b>.,The doctor said the medicine would help get rid of her {{c1::nausea}}.,"""<img src=""""4000EEW_B06_U10_3196.jpg"""" />""",[sound:4000EEW_B06_U10_3196.word.mp3],[sound:4000EEW_B06_U10_3196.definition.mp3],[sound:4000EEW_B06_U10_3196.example.mp3],"When you feel like you might throw up, that's nausea. I know you're feeling sea sick, but if our boat sinks, nausea will be the least of your problems.","Nausea gets its root from the Greek word for ship, naus, so it might have originally meant sea sickness in particular.  Remembering this origin might help you spell nausea correctly too, since it ends with “sea.”  But nausea can strike on dry land just as well, from eating the wrong thing, catching the flu, reading on a moving bus...just thinking of it all makes me sick to my stomach.",nausea,True
4000EEW_B06_U10_3197,naval,,[néivəl],adj.,"When something is <i>naval</i>, it relates to a country’s navy or military ships.",The country sent all of its <b>naval</b> forces to protect them.,The country sent all of its {{c1::naval}} forces to protect them.,"""<img src=""""4000EEW_B06_U10_3197.jpg"""" />""",[sound:4000EEW_B06_U10_3197.word.mp3],[sound:4000EEW_B06_U10_3197.definition.mp3],[sound:4000EEW_B06_U10_3197.example.mp3],"Naval means ""about a navy or navies."" If you are interested in naval history, you probably enjoy seeing ships used in sea battles.","Naval comes from the Latin word for ship, navis. Use the adjective naval whenever you're discussing a country's fleet of ships, especially ships intended for use during wartime. You might talk about a naval officer or a naval base, where ships are kept and naval personnel live. It's easy to confuse naval with its homophone navel, the belly button.",naval,True
4000EEW_B06_U10_3198,pouch,,[pautʃ],n.,"A <i>pouch</i> is a small, flexible bag that is usually made of soft material.",I keep my money in a small <b>pouch</b>.,I keep my money in a small {{c1::pouch}}.,"""<img src=""""4000EEW_B06_U10_3198.jpg"""" />""",[sound:4000EEW_B06_U10_3198.word.mp3],[sound:4000EEW_B06_U10_3198.definition.mp3],[sound:4000EEW_B06_U10_3198.example.mp3],"A pouch is a small container or bag, like the pouch full of dog treats you carry when you take your new puppy to obedience school. Sit! Stay! Good boy.","It used to be much more common for people to carry things around in pouches for safety and convenience — money pouches, mail pouches, tobacco pouches, and so on. Often these were drawstring bags that cinched securely at the top. The word came to be used for other things with a similar shape, including animal cavities meant for carrying babies (think a kangaroo's pouch) and various pocket-shaped receptacles.",pouch,True
4000EEW_B06_U10_3199,saturated,,[sǽʧərèitid],adj.,"If something is <i>saturated</i>, it is completely wet.",Leigh’s hair became <b>saturated</b> in the rainstorm.,Leigh’s hair became {{c1::saturated}} in the rainstorm.,"""<img src=""""4000EEW_B06_U10_3199.jpg"""" />""",[sound:4000EEW_B06_U10_3199.word.mp3],[sound:4000EEW_B06_U10_3199.definition.mp3],[sound:4000EEW_B06_U10_3199.example.mp3],"Saturated means drenched and full. When you fish out a slice of bread that’s fallen into your water glass and find it’s disgustingly spongy and waterlogged, it’s saturated.","Saturated originally meant “satisfied,"" but by the 1700s it could mean “soaked thoroughly.” In the twentieth century it developed marketing connotations, as in a saturated market — one without room for competition. In chemistry, saturated refers to an organic compound, like a fatty acid, that contains the highest number of hydrogen atoms possible. When it comes to color, saturated means pure, or undiluted with white, grey, or black.",saturated,True
4000EEW_B06_U10_3200,update,,[ʌpdéit],n.,An <i>update</i> is an act of making something more modern or current.,My phone is downloading a software <b>update</b>.,My phone is downloading a software {{c1::update}}.,"""<img src=""""4000EEW_B06_U10_3200.jpg"""" />""",[sound:4000EEW_B06_U10_3200.word.mp3],[sound:4000EEW_B06_U10_3200.definition.mp3],[sound:4000EEW_B06_U10_3200.example.mp3],"When you renovate or improve something, changing it to make it more modern, you can say you update it. The process of doing this can also be called an update.","If you decide to download the latest version of an app or program, you update it, and when you add recent information to your resume before starting a job search, you also update that. You might also update your friends about your job hunt, letting them know you're seeking employment — you're giving them the latest information, or an update. The verb dates from the 1940s.",update,True
