"Word","Soundmark","Explanation0","Example0","Equivalence0","Derivative0","Opposite0","Explanation1","Example1","Equivalence1","Derivative1","Opposite1","Explanation2","Example2","Equivalence2","Derivative2","Opposite2","Explanation3","Example3","Equivalence3","Derivative3","Opposite3","Category","Image","Audio","tags","deck"
"wrench","[rentʃ]","【释】v. 猛扭 to move with a violent twist","【例】Liam grabbed the assailant's weapon and wrenched it out of his hands before the man could fight back.",,,,"【释】v. 歪曲，曲解 to distort","【例】The tapestry was no longer recognizable after it became lodged in the van door during the move and was wrenched out of shape.",,,,,,,,,,,,,,,,"[sound:youdao-10f746ed-9782cc7f-8a0d0fe0-984779c8-d0f6fcaa.mp3]",,"GRE::新东方GRE佛脚词改"
"confiscate","[ˈkɑːnfɪskeɪt]","【释】v. 没收 appropriated by the government","【例】At an event this past week, workers destroyed 662kg of confiscated ivory in a symbolic gesture showing the country's commitment to fighting African elephant poaching.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-e35ab18e-eb538c29-0b07e6d1-ba2f268c-2605e689.mp3]",,"GRE::新东方GRE佛脚词改"
"ferocious","[fəˈroʊʃəs]","【释】adj. 凶猛的，残忍的 very fierce or violent","【例】Although the kickball game started out friendly, competitive team members turned it into a ferocious contest with arguing and fighting.",,,,"【释】adj. 十分强烈的 very great or extreme","【例】During the Lenten fast, the priest could not ignore his ferocious appetite and thoughts of hamburgers consumed his mind.",,,,,,,,,,,,,,,,"[sound:youdao-80943114-05d15e1d-8df3df2d-a2ea5746-726a6a88.mp3]",,"GRE::新东方GRE佛脚词改"
"velocity","[vəˈlɑːsəti]","【释】n. 速度，迅速 quickness of motion","【例】In the sky, no bird can match the velocity of the peregrine falcon and its 200+ mile per hour speed.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-6f053fc9-c78928ba-7e2c298c-f02944f5-7523157c.mp3]",,"GRE::新东方GRE佛脚词改"
"consign","[kənˈsaɪn]","【释】v. 委托，转交 to give, transfer, or deliver into the hands or control of another","【例】Michael had to leave home for a month-long business trip, so he consigned his dog to his next-door neighbor's care.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-86eaa7a5-1f24b45e-b788c2c2-ad2fbb9b-5eac4128.mp3]",,"GRE::新东方GRE佛脚词改"
"grapple","[ˈɡræpl]","【释】v. 抓住 to seize with or as if with a grapple","【例】The children watched intently as they controlled the toy machine to grapple the nemo plush with its hooks.",,,,"【释】v. 握紧 to bind closely","【例】Passers-by grappled with the man after the attack.",,,,,,,,,,,,,,,,"[sound:youdao-94d7df08-297e5a33-b507d3b8-2d7518ed-b08f1d7f.mp3]",,"GRE::新东方GRE佛脚词改"
"deviate","[ˈdiːvieɪt]","【释】v. 脱离，偏离 to do something that is different or to be different from what is usual or expected","【例】Financial crises arise when the financial system deviates too far from the equilibrium or fair price.","【选】mislead",,,,,,,,,,,,,,,,,,,,"[sound:youdao-4cf269ed-90ea0b2a-08cb1b9f-2b708860-07995b0c.mp3]",,"GRE::新东方GRE佛脚词改"
"prodigious","[prəˈdɪdʒəs]","【释】adj. 惊人的 amazing or wonderful, very impressive","【例】While traveling near the Sun, the comet Hale-Bopp produced a prodigious amount of dust, much more than the comets Halley or Hyakutake.","【选】preternatural",,"【反】slight","【释】adj. 巨大的 very big","【例】The prodigious stack of papers on the professor's desk showed how much grading he had to do before the end of the semester.",,,,,,,,,,,,,,,,"[sound:youdao-5ee33c8d-e1798038-506364a1-ac451620-bc376cda.mp3]",,"GRE::新东方GRE佛脚词改"
"induce","[ɪnˈduːs]","【释】v. 诱导 to lead or move, as to a course of action, by influence or persuasion","【例】Three weeks after the expected due date of the baby, labor was induced by the doctors with medicine so that the child could be born.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-4df88a9f-01eb04a0-a83dc34f-ee67cd7e-781b9f3a.mp3]",,"GRE::新东方GRE佛脚词改"
"assimilate","[əˈsɪməleɪt]","【释】v. 吸收 to learn (something) so that it is fully understood and can be used","【例】It takes time to assimilate a shocking new fact into your understanding of the world.",,,,"【释】v. 使同化 to make similar","【例】Some immigrants easily assimilate into their new cultures, but others never learn the new language or culture.",,,,,,,,,,,,,,,,"[sound:youdao-5660178f-b49374f3-27e9cce5-2b6364c3-900192e6.mp3]",,"GRE::新东方GRE佛脚词改"
"encroach","[ɪnˈkroʊtʃ]","【释】v. 侵占 to gradually move or go into an area that is beyond the usual or desired limits","【例】Drivers who don't look where they're going are likely to encroach on someone else's lane.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-cc848695-052ecfcf-ef399ec3-6c04723a-3482919c.mp3]",,"GRE::新东方GRE佛脚词改"
"embody","[ɪmˈbɑːdi]","【释】v. 体现 to represent (something) in a clear and obvious way","【例】Mr. Obama seemed to embody the America that the world admires and envies: a country of optimism and confidence.",,"【派】embodiment（n. 体现，化身）",,,,,,,,,,,,,,,,,,,"[sound:youdao-2f17f9f0-3c3c563f-26350fee-b5c71907-bef4930f.mp3]",,"GRE::新东方GRE佛脚词改"
"coincide","[ˌkoʊɪnˈsaɪd]","【释】v. 碰巧 to happen at the same time as something else","【例】Because the Orthodox and Catholic calendars are different, the Easters of the two branches of Christianity coincide irregularly.",,,,"【释】v. 与…相一致 to agree with something exactly","【例】On some issues our opinions coincide, while on others they diverge, but thankfully our friendship remains unaffected throughout these fluctuations.",,,,,,,,,,,,,,,,"[sound:youdao-650a10b6-eecb79e4-8d124124-14b278e3-e698f382.mp3]",,"GRE::新东方GRE佛脚词改"
"confer","[kənˈfɜːr]","【释】v. 授予，给予 to give (as a property or characteristic) to someone or something","【例】Willie Mays was invited to the commencement ceremony by the university, during which an honorary doctorate degree will be conferred upon him.",,,,"【释】v. 协商 to discuss something important in order to make a decision","【例】The judges conferred among themselves to decide what score the gymnast should receive.",,,,,,,,,,,,,,,,"[sound:youdao-f4ad753e-d127bf1c-596bbf96-7b9ec79b-0e57a3e8.mp3]",,"GRE::新东方GRE佛脚词改"
"subdue","[səbˈduː]","【释】v. 征服，打败 to get control of (a violent or dangerous person or group) by using force, punishment, etc.","【例】The man planned to shoot up the train but was subdued by three Americans.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-c86b0914-e2b009fb-18c9f732-def7ad34-5996a67f.mp3]",,"GRE::新东方GRE佛脚词改"
"fatal","[ˈfeɪtl]","【释】adj. 致命的 causing death","【例】Struck in the head by the ax, the Viking quickly died from the fatal wound.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-f677f05c-5d629135-5bac4e2f-e54bd9e9-a39ffdda.mp3]",,"GRE::新东方GRE佛脚词改"
"dwell","[dwel]","【释】v. 居住 to live in a particular place","【例】According to Norse mythology, dwarves are tiny creatures that dwell inside mountains.",,,,"【释】v. 持续地谈论 to speak or write insistently","【例】The magazine writer has always been obsessed with traveling and is known to dwell on descriptions of exotic locales.",,,,,,,,,,,,,,,,"[sound:youdao-f6cdb93b-61b8319c-f864f889-12d11780-6a3e783b.mp3]",,"GRE::新东方GRE佛脚词改"
"comprise","[kəmˈpraɪz]","【释】v. 构成 to be made up of (something)","【例】The museum comprises two buildings: one for traveling exhibitions, and the other for permanent collections.",,,,"【释】v. 包含 to include; contain","【例】Compiling the various documents that comprise the design is a real problem with a large project, but it is critical.",,,,,,,,,,,,,,,,"[sound:youdao-a5dae06a-165d640a-49f76f12-3833435e-9cc9f56f.mp3]",,"GRE::新东方GRE佛脚词改"
"vicinity","[vəˈsɪnəti]","【释】n. 周边环境 the area around or near a particular place","【例】Signs warned against straying off the roads in Kosovo because landmines could still be buried in the vicinity.",,,,"【释】n. （距离）近 the quality or sate of being near","【例】Although she did not provide the correct answer, the student got partial credit because she was in the vicinity of solution.",,,,,,,,,,,,,,,,"[sound:youdao-83191ac2-40efac05-387a1bdc-a359a7c0-95d97837.mp3]",,"GRE::新东方GRE佛脚词改"
"tentative","[ˈtentətɪv]","【释】adj. 试探性的，临时的 not fully worked out, concluded, or agreed on; provisional","【例】He set a tentative date of September 15th for the launch of his website.",,,,"【释】adj. 犹豫的，不确定的 hesitant and uncertain","【例】As with any tentative project, it's very possible the proposed system will never be developed.",,,,,,,,,,,,,,,,"[sound:youdao-282eef3b-d6bab031-e2e02e15-08c2215c-ce9ecf2c.mp3]",,"GRE::新东方GRE佛脚词改"
"pillage","[ˈpɪlɪdʒ]","【释】v. 掠夺 to plunder ruthlessly","【例】During World War II, Japanese soldiers often pillaged Chinese towns by killing locals and stealing their valuables.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-e4f6de57-92960f52-8be5a7c3-99e0933c-d2bd7990.mp3]",,"GRE::新东方GRE佛脚词改"
"pinnacle","[ˈpɪnəkl]","【释】n. 顶点 the highest point of development or achievement","【例】Many see the 1950s as the pinnacle of American car culture, with its cheap gas and eye-catching designs.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-d1d51ed8-63b100c3-8b1fddd8-19295c96-55ca9629.mp3]",,"GRE::新东方GRE佛脚词改"
"ailment","[ˈeɪlmənt]","【释】n. 疾病 a sickness or illness","【例】A vigorous man in his youth, David was struck by a deadly ailment in his 20's that sapped his strength and ability to walk.","【选】illness",,,,,,,,,,,,,,,,,,,,"[sound:youdao-5da0090a-1ece4d3c-2626272d-33d4e2b1-02e70188.mp3]",,"GRE::新东方GRE佛脚词改"
"apprentice","[əˈprentɪs]","【释】n. 新手 an inexperienced person","【例】As an apprentice in the construction industry, Cal made many mistakes and only slowly learned the trade.",,,,"【释】n. 学徒 a person who learns a job or skill by working for a fixed period of time for an expert in that job or skill","【例】Hoping to become a blacksmith, the apprentice worked closely with the master to learn all aspects of the trade through careful observation and practice.",,,,,,,,,,,,,,,,"[sound:youdao-194b7f03-3b2e4641-f41bc8ec-07e38fa7-406218fd.mp3]",,"GRE::新东方GRE佛脚词改"
"preoccupied","[priˈɑːkjupaɪd]","【释】adj. 专注的 thinking about something a lot or too much","【例】Adolescent boys are often preoccupied with building muscle and toning their physiques.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-e3a1ff37-4a0efd17-d1068d9c-1702cbef-91729357.mp3]",,"GRE::新东方GRE佛脚词改"
"exhale","[eksˈheɪl]","【释】v. 呼出 to breathe out","【例】Ticks are amazing hunters and can smell the exhaled carbon dioxide of a mammal five minutes after the mammal has passed by.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-8a9e39a9-33f8fd29-9e9a6c8b-275b4515-0018ce7e.mp3]",,"GRE::新东方GRE佛脚词改"
"rebuke","[rɪˈbjuːk]","【释】v. 指责，非难 to speak in an angry and critical way to (someone)","【例】David's mum had rebuked him for drinking too much and neglecting his studies.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-25fe6382-fd13bf00-62679231-aec1f115-8e72200a.mp3]",,"GRE::新东方GRE佛脚词改"
"cavalier","[ˌkævəˈlɪr]","【释】adj. 随便的，轻蔑的 marked by or given to offhand and often disdainful dismissal of important matters","【例】When companies are cavalier with their customers' data, they make it more likely that it will be hacked.","【选】capricious",,,,,,,,,,,,,,,,,,,,"[sound:youdao-64e3551f-c14fe39a-14a536b7-d0eea4ce-7a5951ca.mp3]",,"GRE::新东方GRE佛脚词改"
"hereditary","[həˈredɪteri]","【释】adj. 遗传的 passing from a person who has died to that person's child or younger relative","【例】A large part of his wealth is hereditary and not acquired through his own means.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-00f5a38a-659fdac7-50825033-aa1b9c99-3e7fa34a.mp3]",,"GRE::新东方GRE佛脚词改"
"shallow","[ˈʃæloʊ]","【释】adj. 肤浅的 lacking depth of intellect, emotion, or knowledge","【例】The plan was so shallow and impractical that no serious attempt was ever made to realize it.",,,"【反】profound",,,,,,,,,,,,,,,,,,"[sound:youdao-c8639894-c0453486-95afa161-53e839a2-46ce69e5.mp3]",,"GRE::新东方GRE佛脚词改"
"deflect","[dɪˈflekt]","【释】v. 使…偏离，改变方向 to cause (something that is moving) to change direction","【例】The object of the game in air hockey is to deflect the puck away from your goal using a sliding paddle.",,,,"【释】v. 使不受到…的影响 to keep (something, such as a question) from affecting or being directed at a person or thing","【例】When asked about her recent divorce, Madonna deflected the question in order to avoid the recent emotional pain.","【选】shrug off",,,,,,,,,,,,,,,"[sound:youdao-38d47021-cd758dfd-b16dfe87-b9574013-25ea4bd0.mp3]",,"GRE::新东方GRE佛脚词改"
"finesse","[fɪˈnes]","【释】n. 技巧高超 skillful handling of a situation","【例】Although he played the violin well as an amateur, he lacked the finesse that would make him a top class player.",,,"【反】heavy-handedness","【释】v. 躲避 evade or skirt","【例】Knowing that Katie Holmes's time as a scientologist was a sore subject, David Letterman was not surprised when she finessed questions away from her faith.",,,,"【释】v. 巧妙地处理 to handle, deal with, or do (something) in an indirect and skillful or clever way","【例】Because they have to deal with many strong personalities, directors need the ability to finesse personal disagreements.",,,,,,,,,,,"[sound:youdao-888f475b-2085a4b3-77edbce2-4598a89c-fcfa37eb.mp3]",,"GRE::新东方GRE佛脚词改"
"belated","[bɪˈleɪtɪd]","【释】adj. 晚的，迟的 happening or coming very late or too late","【例】Reminded of her cousin's birthday two days after it happened, Kelly sent belated congratulations in a Facebook message.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-b89baebb-aa05c1b8-7cca2a6a-7b8ba847-8a94fae4.mp3]",,"GRE::新东方GRE佛脚词改"
"sheer","[ʃɪr]","【释】adj. 完全的 complete and total","【例】Overwhelmed by the sheer number of stray dogs, we were unable to enjoy the pantheon for much longer than five minutes.",,,,"【释】adj. 陡峭的，几乎垂直的 marked by great and continuous steepness","【例】Towering over us were sheer cliffs that seemed impossible to climb.",,,,,,,,,,,,,,,,"[sound:youdao-797251b9-90a7ca8b-9797c622-e4e41e64-3b528a83.mp3]",,"GRE::新东方GRE佛脚词改"
"levity","[ˈlevəti]","【释】n. 不严肃，轻浮 a lack of seriousness","【例】Despite his attempts to bring levity to the sad situation, the tone of the conversation failed to lighten up.",,,"【反】gravity",,,,,,,,,,,,,,,,,,"[sound:youdao-4746452d-e31fdeaa-8b90ebc3-5026ee9b-a548fdb5.mp3]",,"GRE::新东方GRE佛脚词改"
"insidious","[ɪnˈsɪdiəs]","【释】adj. 阴险的，暗中为害的 causing harm in a way that is gradual or not easily noticed","【例】Cancer is an insidious disease; it spreads slowly in the patient's body without the patient knowing.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-4ea9cddb-25375927-b685a469-e2b5692f-87a5794f.mp3]",,"GRE::新东方GRE佛脚词改"
"amass","[əˈmæs]","【释】v. 积聚，积累 to come together","【例】Holding interviews and focus groups with your staff will allow you to amass an understanding of what they are thinking.","【选】glean",,,,,,,,,,,,,,,,,,,,"[sound:youdao-44a40593-8b5e9e57-0a6dedf6-fea042d8-fb29acfc.mp3]",,"GRE::新东方GRE佛脚词改"
"ostensible","[ɑːˈstensəbl]","【释】adj. 表面的，虚假的 seeming or said to be true or real but very possibly not true or real","【例】Her ostensible explanation for her actions concealed its truly wicked intentions.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-85b51bd9-5fb978ff-aa0f8fe0-aa8583de-74c74d16.mp3]",,"GRE::新东方GRE佛脚词改"
